# CIDR,network(start) address,end address,prefix,subnet mask
80.79.112.0/20,80.79.112.0,80.79.127.255,20,255.255.240.0
80.235.0.0/17,80.235.0.0,80.235.127.255,17,255.255.128.0
80.250.112.0/20,80.250.112.0,80.250.127.255,20,255.255.240.0
81.20.144.0/20,81.20.144.0,81.20.159.255,20,255.255.240.0
81.25.240.0/20,81.25.240.0,81.25.255.255,20,255.255.240.0
81.90.112.0/20,81.90.112.0,81.90.127.255,20,255.255.240.0
82.116.128.0/19,82.116.128.0,82.116.159.255,19,255.255.224.0
82.131.0.0/17,82.131.0.0,82.131.127.255,17,255.255.128.0
82.147.160.0/19,82.147.160.0,82.147.191.255,19,255.255.224.0
83.166.32.0/19,83.166.32.0,83.166.63.255,19,255.255.224.0
84.50.0.0/16,84.50.0.0,84.50.255.255,16,255.255.0.0
84.52.0.0/18,84.52.0.0,84.52.63.255,18,255.255.192.0
85.29.192.0/18,85.29.192.0,85.29.255.255,18,255.255.192.0
85.89.32.0/19,85.89.32.0,85.89.63.255,19,255.255.224.0
85.92.119.0/24,85.92.119.0,85.92.119.255,24,255.255.255.0
85.115.204.0/22,85.115.204.0,85.115.207.255,22,255.255.252.0
85.153.0.0/17,85.153.0.0,85.153.127.255,17,255.255.128.0
85.194.200.0/22,85.194.200.0,85.194.203.255,22,255.255.252.0
85.196.192.0/18,85.196.192.0,85.196.255.255,18,255.255.192.0
85.222.232.0/22,85.222.232.0,85.222.235.255,22,255.255.252.0
85.234.242.0/23,85.234.242.0,85.234.243.255,23,255.255.254.0
85.234.244.0/22,85.234.244.0,85.234.247.255,22,255.255.252.0
85.253.0.0/16,85.253.0.0,85.253.255.255,16,255.255.0.0
86.110.32.0/19,86.110.32.0,86.110.63.255,19,255.255.224.0
87.119.160.0/19,87.119.160.0,87.119.191.255,19,255.255.224.0
87.236.146.0/24,87.236.146.0,87.236.146.255,24,255.255.255.0
88.196.0.0/16,88.196.0.0,88.196.255.255,16,255.255.0.0
88.218.172.0/22,88.218.172.0,88.218.175.255,22,255.255.252.0
89.221.64.0/20,89.221.64.0,89.221.79.255,20,255.255.240.0
89.235.192.0/18,89.235.192.0,89.235.255.255,18,255.255.192.0
90.190.0.0/15,90.190.0.0,90.191.255.255,15,255.254.0.0
91.146.64.0/19,91.146.64.0,91.146.95.255,19,255.255.224.0
91.193.252.0/22,91.193.252.0,91.193.255.255,22,255.255.252.0
91.195.246.0/23,91.195.246.0,91.195.247.255,23,255.255.254.0
91.195.252.0/23,91.195.252.0,91.195.253.255,23,255.255.254.0
91.198.206.0/24,91.198.206.0,91.198.206.255,24,255.255.255.0
91.199.137.0/24,91.199.137.0,91.199.137.255,24,255.255.255.0
91.199.147.0/24,91.199.147.0,91.199.147.255,24,255.255.255.0
91.199.154.0/24,91.199.154.0,91.199.154.255,24,255.255.255.0
91.199.160.0/24,91.199.160.0,91.199.160.255,24,255.255.255.0
91.203.28.0/22,91.203.28.0,91.203.31.255,22,255.255.252.0
91.208.15.0/24,91.208.15.0,91.208.15.255,24,255.255.255.0
91.208.26.0/24,91.208.26.0,91.208.26.255,24,255.255.255.0
91.212.244.0/24,91.212.244.0,91.212.244.255,24,255.255.255.0
91.213.43.0/24,91.213.43.0,91.213.43.255,24,255.255.255.0
91.213.126.0/24,91.213.126.0,91.213.126.255,24,255.255.255.0
91.216.86.0/24,91.216.86.0,91.216.86.255,24,255.255.255.0
91.216.186.0/24,91.216.186.0,91.216.186.255,24,255.255.255.0
91.217.240.0/24,91.217.240.0,91.217.240.255,24,255.255.255.0
91.220.173.0/24,91.220.173.0,91.220.173.255,24,255.255.255.0
91.221.186.0/23,91.221.186.0,91.221.187.255,23,255.255.254.0
91.223.243.0/24,91.223.243.0,91.223.243.255,24,255.255.255.0
91.224.188.0/23,91.224.188.0,91.224.189.255,23,255.255.254.0
91.231.186.0/24,91.231.186.0,91.231.186.255,24,255.255.255.0
91.234.233.0/24,91.234.233.0,91.234.233.255,24,255.255.255.0
91.235.234.0/24,91.235.234.0,91.235.234.255,24,255.255.255.0
91.236.38.0/23,91.236.38.0,91.236.39.255,23,255.255.254.0
91.236.44.0/24,91.236.44.0,91.236.44.255,24,255.255.255.0
91.236.201.0/24,91.236.201.0,91.236.201.255,24,255.255.255.0
91.236.222.0/24,91.236.222.0,91.236.222.255,24,255.255.255.0
91.240.175.0/24,91.240.175.0,91.240.175.255,24,255.255.255.0
92.42.1.0/24,92.42.1.0,92.42.1.255,24,255.255.255.0
92.62.96.0/20,92.62.96.0,92.62.111.255,20,255.255.240.0
93.89.208.0/20,93.89.208.0,93.89.223.255,20,255.255.240.0
93.185.240.0/20,93.185.240.0,93.185.255.255,20,255.255.240.0
94.154.144.0/22,94.154.144.0,94.154.147.255,22,255.255.252.0
94.177.25.0/24,94.177.25.0,94.177.25.255,24,255.255.255.0
94.190.144.0/20,94.190.144.0,94.190.159.255,20,255.255.240.0
94.198.50.0/23,94.198.50.0,94.198.51.255,23,255.255.254.0
94.198.52.0/22,94.198.52.0,94.198.55.255,22,255.255.252.0
94.231.220.0/22,94.231.220.0,94.231.223.255,22,255.255.252.0
94.232.240.0/22,94.232.240.0,94.232.243.255,22,255.255.252.0
94.246.192.0/18,94.246.192.0,94.246.255.255,18,255.255.192.0
95.129.192.0/21,95.129.192.0,95.129.199.255,21,255.255.248.0
95.215.132.0/22,95.215.132.0,95.215.135.255,22,255.255.252.0
103.140.186.0/23,103.140.186.0,103.140.187.255,23,255.255.254.0
109.107.128.0/24,109.107.128.0,109.107.128.255,24,255.255.255.0
109.107.137.0/24,109.107.137.0,109.107.137.255,24,255.255.255.0
109.205.189.0/24,109.205.189.0,109.205.189.255,24,255.255.255.0
