# CIDR,network(start) address,end address,prefix,subnet mask
185.169.96.0/22,185.169.96.0,185.169.99.255,22,255.255.252.0
185.170.67.0/24,185.170.67.0,185.170.67.255,24,255.255.255.0
185.175.91.0/24,185.175.91.0,185.175.91.255,24,255.255.255.0
185.175.184.0/22,185.175.184.0,185.175.187.255,22,255.255.252.0
185.180.140.0/22,185.180.140.0,185.180.143.255,22,255.255.252.0
185.204.111.0/24,185.204.111.0,185.204.111.255,24,255.255.255.0
185.210.156.0/24,185.210.156.0,185.210.156.255,24,255.255.255.0
185.214.32.0/22,185.214.32.0,185.214.35.255,22,255.255.252.0
185.218.12.0/22,185.218.12.0,185.218.15.255,22,255.255.252.0
185.219.128.0/22,185.219.128.0,185.219.131.255,22,255.255.252.0
185.222.8.0/22,185.222.8.0,185.222.11.255,22,255.255.252.0
185.224.164.0/22,185.224.164.0,185.224.167.255,22,255.255.252.0
185.226.196.0/22,185.226.196.0,185.226.199.255,22,255.255.252.0
185.229.60.0/22,185.229.60.0,185.229.63.255,22,255.255.252.0
185.231.233.0/24,185.231.233.0,185.231.233.255,24,255.255.255.0
185.236.228.0/22,185.236.228.0,185.236.231.255,22,255.255.252.0
185.240.248.0/22,185.240.248.0,185.240.251.255,22,255.255.252.0
185.248.35.0/24,185.248.35.0,185.248.35.255,24,255.255.255.0
188.37.0.0/16,188.37.0.0,188.37.255.255,16,255.255.0.0
188.80.0.0/14,188.80.0.0,188.83.255.255,14,255.252.0.0
188.93.192.0/21,188.93.192.0,188.93.199.255,21,255.255.248.0
188.93.224.0/20,188.93.224.0,188.93.239.255,20,255.255.240.0
188.125.192.0/19,188.125.192.0,188.125.223.255,19,255.255.224.0
188.140.0.0/17,188.140.0.0,188.140.127.255,17,255.255.128.0
188.250.0.0/15,188.250.0.0,188.251.255.255,15,255.254.0.0
192.12.232.0/24,192.12.232.0,192.12.232.255,24,255.255.255.0
192.26.231.0/24,192.26.231.0,192.26.231.255,24,255.255.255.0
192.26.236.0/24,192.26.236.0,192.26.236.255,24,255.255.255.0
192.26.239.0/24,192.26.239.0,192.26.239.255,24,255.255.255.0
192.35.246.0/24,192.35.246.0,192.35.246.255,24,255.255.255.0
192.67.76.0/24,192.67.76.0,192.67.76.255,24,255.255.255.0
192.68.186.0/24,192.68.186.0,192.68.186.255,24,255.255.255.0
192.68.209.0/24,192.68.209.0,192.68.209.255,24,255.255.255.0
192.68.216.0/24,192.68.216.0,192.68.216.255,24,255.255.255.0
192.68.221.0/24,192.68.221.0,192.68.221.255,24,255.255.255.0
192.68.224.0/24,192.68.224.0,192.68.224.255,24,255.255.255.0
192.76.242.0/24,192.76.242.0,192.76.242.255,24,255.255.255.0
192.80.20.0/23,192.80.20.0,192.80.21.255,23,255.255.254.0
192.82.127.0/24,192.82.127.0,192.82.127.255,24,255.255.255.0
192.82.214.0/24,192.82.214.0,192.82.214.255,24,255.255.255.0
192.84.13.0/24,192.84.13.0,192.84.13.255,24,255.255.255.0
192.84.15.0/24,192.84.15.0,192.84.15.255,24,255.255.255.0
192.84.62.0/24,192.84.62.0,192.84.62.255,24,255.255.255.0
192.86.138.0/24,192.86.138.0,192.86.138.255,24,255.255.255.0
192.88.17.0/24,192.88.17.0,192.88.17.255,24,255.255.255.0
192.88.123.0/24,192.88.123.0,192.88.123.255,24,255.255.255.0
192.88.250.0/23,192.88.250.0,192.88.251.255,23,255.255.254.0
192.88.252.0/23,192.88.252.0,192.88.253.255,23,255.255.254.0
192.88.254.0/24,192.88.254.0,192.88.254.255,24,255.255.255.0
192.91.177.0/24,192.91.177.0,192.91.177.255,24,255.255.255.0
192.92.133.0/24,192.92.133.0,192.92.133.255,24,255.255.255.0
192.92.135.0/24,192.92.135.0,192.92.135.255,24,255.255.255.0
192.92.142.0/23,192.92.142.0,192.92.143.255,23,255.255.254.0
192.92.144.0/21,192.92.144.0,192.92.151.255,21,255.255.248.0
192.92.152.0/23,192.92.152.0,192.92.153.255,23,255.255.254.0
192.94.24.0/24,192.94.24.0,192.94.24.255,24,255.255.255.0
192.101.118.0/24,192.101.118.0,192.101.118.255,24,255.255.255.0
192.103.147.0/24,192.103.147.0,192.103.147.255,24,255.255.255.0
192.104.35.0/24,192.104.35.0,192.104.35.255,24,255.255.255.0
192.104.36.0/23,192.104.36.0,192.104.37.255,23,255.255.254.0
192.104.48.0/24,192.104.48.0,192.104.48.255,24,255.255.255.0
192.107.122.0/24,192.107.122.0,192.107.122.255,24,255.255.255.0
192.111.101.0/24,192.111.101.0,192.111.101.255,24,255.255.255.0
192.112.30.0/23,192.112.30.0,192.112.31.255,23,255.255.254.0
192.112.32.0/24,192.112.32.0,192.112.32.255,24,255.255.255.0
192.112.45.0/24,192.112.45.0,192.112.45.255,24,255.255.255.0
192.122.238.0/23,192.122.238.0,192.122.239.255,23,255.255.254.0
192.122.240.0/23,192.122.240.0,192.122.241.255,23,255.255.254.0
192.122.242.0/24,192.122.242.0,192.122.242.255,24,255.255.255.0
192.132.53.0/24,192.132.53.0,192.132.53.255,24,255.255.255.0
192.132.55.0/24,192.132.55.0,192.132.55.255,24,255.255.255.0
192.133.15.0/24,192.133.15.0,192.133.15.255,24,255.255.255.0
192.133.54.0/23,192.133.54.0,192.133.55.255,23,255.255.254.0
192.133.108.0/24,192.133.108.0,192.133.108.255,24,255.255.255.0
192.135.129.0/24,192.135.129.0,192.135.129.255,24,255.255.255.0
192.135.187.0/24,192.135.187.0,192.135.187.255,24,255.255.255.0
192.135.219.0/24,192.135.219.0,192.135.219.255,24,255.255.255.0
192.136.31.0/24,192.136.31.0,192.136.31.255,24,255.255.255.0
192.136.49.0/24,192.136.49.0,192.136.49.255,24,255.255.255.0
192.136.52.0/24,192.136.52.0,192.136.52.255,24,255.255.255.0
192.138.86.0/24,192.138.86.0,192.138.86.255,24,255.255.255.0
192.138.204.0/24,192.138.204.0,192.138.204.255,24,255.255.255.0
192.147.76.0/23,192.147.76.0,192.147.77.255,23,255.255.254.0
192.147.78.0/24,192.147.78.0,192.147.78.255,24,255.255.255.0
192.147.155.0/24,192.147.155.0,192.147.155.255,24,255.255.255.0
192.148.103.0/24,192.148.103.0,192.148.103.255,24,255.255.255.0
192.150.192.0/23,192.150.192.0,192.150.193.255,23,255.255.254.0
192.152.47.0/24,192.152.47.0,192.152.47.255,24,255.255.255.0
192.152.174.0/24,192.152.174.0,192.152.174.255,24,255.255.255.0
192.153.13.0/24,192.153.13.0,192.153.13.255,24,255.255.255.0
192.156.210.0/24,192.156.210.0,192.156.210.255,24,255.255.255.0
192.160.245.0/24,192.160.245.0,192.160.245.255,24,255.255.255.0
192.160.246.0/23,192.160.246.0,192.160.247.255,23,255.255.254.0
192.160.248.0/23,192.160.248.0,192.160.249.255,23,255.255.254.0
192.160.251.0/24,192.160.251.0,192.160.251.255,24,255.255.255.0
192.162.17.0/24,192.162.17.0,192.162.17.255,24,255.255.255.0
192.188.10.0/24,192.188.10.0,192.188.10.255,24,255.255.255.0
192.190.174.0/24,192.190.174.0,192.190.174.255,24,255.255.255.0
192.195.195.0/24,192.195.195.0,192.195.195.255,24,255.255.255.0
192.199.16.0/20,192.199.16.0,192.199.31.255,20,255.255.240.0
192.207.196.0/24,192.207.196.0,192.207.196.255,24,255.255.255.0
193.16.103.0/24,193.16.103.0,193.16.103.255,24,255.255.255.0
193.17.0.0/24,193.17.0.0,193.17.0.255,24,255.255.255.0
193.25.164.0/23,193.25.164.0,193.25.165.255,23,255.255.254.0
193.27.11.0/24,193.27.11.0,193.27.11.255,24,255.255.255.0
193.36.190.0/24,193.36.190.0,193.36.190.255,24,255.255.255.0
193.37.153.0/24,193.37.153.0,193.37.153.255,24,255.255.255.0
193.39.195.0/24,193.39.195.0,193.39.195.255,24,255.255.255.0
193.43.40.0/24,193.43.40.0,193.43.40.255,24,255.255.255.0
193.47.185.0/24,193.47.185.0,193.47.185.255,24,255.255.255.0
193.53.22.0/24,193.53.22.0,193.53.22.255,24,255.255.255.0
193.104.52.0/24,193.104.52.0,193.104.52.255,24,255.255.255.0
193.107.13.0/24,193.107.13.0,193.107.13.255,24,255.255.255.0
193.109.93.0/24,193.109.93.0,193.109.93.255,24,255.255.255.0
193.111.42.0/24,193.111.42.0,193.111.42.255,24,255.255.255.0
193.126.0.0/16,193.126.0.0,193.126.255.255,16,255.255.0.0
193.136.0.0/15,193.136.0.0,193.137.255.255,15,255.254.0.0
193.163.151.0/24,193.163.151.0,193.163.151.255,24,255.255.255.0
193.164.0.0/24,193.164.0.0,193.164.0.255,24,255.255.255.0
193.176.0.0/24,193.176.0.0,193.176.0.255,24,255.255.255.0
193.192.4.0/22,193.192.4.0,193.192.7.255,22,255.255.252.0
193.192.8.0/22,193.192.8.0,193.192.11.255,22,255.255.252.0
193.200.216.0/24,193.200.216.0,193.200.216.255,24,255.255.255.0
193.203.106.0/23,193.203.106.0,193.203.107.255,23,255.255.254.0
193.218.156.0/22,193.218.156.0,193.218.159.255,22,255.255.252.0
193.227.238.0/23,193.227.238.0,193.227.239.255,23,255.255.254.0
193.236.0.0/16,193.236.0.0,193.236.255.255,16,255.255.0.0
193.242.124.0/24,193.242.124.0,193.242.124.255,24,255.255.255.0
194.6.229.0/24,194.6.229.0,194.6.229.255,24,255.255.255.0
194.8.30.0/24,194.8.30.0,194.8.30.255,24,255.255.255.0
194.11.23.0/24,194.11.23.0,194.11.23.255,24,255.255.255.0
194.38.128.0/19,194.38.128.0,194.38.159.255,19,255.255.224.0
194.39.84.0/24,194.39.84.0,194.39.84.255,24,255.255.255.0
194.39.124.0/22,194.39.124.0,194.39.127.255,22,255.255.252.0
194.42.43.0/24,194.42.43.0,194.42.43.255,24,255.255.255.0
194.62.240.0/22,194.62.240.0,194.62.243.255,22,255.255.252.0
194.65.0.0/16,194.65.0.0,194.65.255.255,16,255.255.0.0
194.76.184.0/23,194.76.184.0,194.76.185.255,23,255.255.254.0
194.76.198.0/23,194.76.198.0,194.76.199.255,23,255.255.254.0
194.79.64.0/19,194.79.64.0,194.79.95.255,19,255.255.224.0
194.107.127.0/24,194.107.127.0,194.107.127.255,24,255.255.255.0
194.110.76.0/24,194.110.76.0,194.110.76.255,24,255.255.255.0
194.117.0.0/19,194.117.0.0,194.117.31.255,19,255.255.224.0
194.117.32.0/20,194.117.32.0,194.117.47.255,20,255.255.240.0
194.117.48.0/23,194.117.48.0,194.117.49.255,23,255.255.254.0
194.140.232.0/24,194.140.232.0,194.140.232.255,24,255.255.255.0
194.140.238.0/24,194.140.238.0,194.140.238.255,24,255.255.255.0
194.145.121.0/24,194.145.121.0,194.145.121.255,24,255.255.255.0
194.153.132.0/24,194.153.132.0,194.153.132.255,24,255.255.255.0
194.169.125.0/24,194.169.125.0,194.169.125.255,24,255.255.255.0
194.169.215.0/24,194.169.215.0,194.169.215.255,24,255.255.255.0
194.210.0.0/16,194.210.0.0,194.210.255.255,16,255.255.0.0
195.8.0.0/19,195.8.0.0,195.8.31.255,19,255.255.224.0
195.8.58.0/23,195.8.58.0,195.8.59.255,23,255.255.254.0
195.22.0.0/19,195.22.0.0,195.22.31.255,19,255.255.224.0
195.23.0.0/16,195.23.0.0,195.23.255.255,16,255.255.0.0
195.35.66.0/24,195.35.66.0,195.35.66.255,24,255.255.255.0
195.47.200.0/24,195.47.200.0,195.47.200.255,24,255.255.255.0
195.54.168.0/23,195.54.168.0,195.54.169.255,23,255.255.254.0
195.60.80.224/27,195.60.80.224,195.60.80.255,27,255.255.255.224
195.66.127.0/24,195.66.127.0,195.66.127.255,24,255.255.255.0
195.72.136.0/22,195.72.136.0,195.72.139.255,22,255.255.252.0
195.85.221.0/24,195.85.221.0,195.85.221.255,24,255.255.255.0
195.95.236.0/23,195.95.236.0,195.95.237.255,23,255.255.254.0
195.138.0.0/19,195.138.0.0,195.138.31.255,19,255.255.224.0
195.170.168.0/24,195.170.168.0,195.170.168.255,24,255.255.255.0
195.200.252.0/23,195.200.252.0,195.200.253.255,23,255.255.254.0
195.225.180.0/22,195.225.180.0,195.225.183.255,22,255.255.252.0
195.234.47.0/24,195.234.47.0,195.234.47.255,24,255.255.255.0
195.234.134.0/24,195.234.134.0,195.234.134.255,24,255.255.255.0
195.238.248.0/24,195.238.248.0,195.238.248.255,24,255.255.255.0
195.238.252.0/24,195.238.252.0,195.238.252.255,24,255.255.255.0
195.242.177.0/24,195.242.177.0,195.242.177.255,24,255.255.255.0
195.242.178.0/24,195.242.178.0,195.242.178.255,24,255.255.255.0
195.245.128.0/18,195.245.128.0,195.245.191.255,18,255.255.192.0
195.245.197.0/24,195.245.197.0,195.245.197.255,24,255.255.255.0
195.245.234.0/24,195.245.234.0,195.245.234.255,24,255.255.255.0
195.246.238.0/23,195.246.238.0,195.246.239.255,23,255.255.254.0
198.56.128.0/17,198.56.128.0,198.56.255.255,17,255.255.128.0
203.171.64.0/19,203.171.64.0,203.171.95.255,19,255.255.224.0
212.0.160.0/19,212.0.160.0,212.0.191.255,19,255.255.224.0
212.13.32.0/19,212.13.32.0,212.13.63.255,19,255.255.224.0
212.18.160.0/19,212.18.160.0,212.18.191.255,19,255.255.224.0
212.52.23.0/24,212.52.23.0,212.52.23.255,24,255.255.255.0
212.55.128.0/19,212.55.128.0,212.55.159.255,19,255.255.224.0
212.55.160.0/20,212.55.160.0,212.55.175.255,20,255.255.240.0
212.55.176.0/21,212.55.176.0,212.55.183.255,21,255.255.248.0
212.104.208.0/23,212.104.208.0,212.104.209.255,23,255.255.254.0
212.113.160.0/19,212.113.160.0,212.113.191.255,19,255.255.224.0
213.13.0.0/16,213.13.0.0,213.13.255.255,16,255.255.0.0
213.22.0.0/16,213.22.0.0,213.22.255.255,16,255.255.0.0
213.30.0.0/17,213.30.0.0,213.30.127.255,17,255.255.128.0
213.58.0.0/16,213.58.0.0,213.58.255.255,16,255.255.0.0
213.63.0.0/16,213.63.0.0,213.63.255.255,16,255.255.0.0
213.138.224.0/19,213.138.224.0,213.138.255.255,19,255.255.224.0
213.141.0.0/19,213.141.0.0,213.141.31.255,19,255.255.224.0
213.146.192.0/19,213.146.192.0,213.146.223.255,19,255.255.224.0
213.190.192.0/19,213.190.192.0,213.190.223.255,19,255.255.224.0
213.205.64.0/19,213.205.64.0,213.205.95.255,19,255.255.224.0
213.228.128.0/18,213.228.128.0,213.228.191.255,18,255.255.192.0
217.28.143.0/24,217.28.143.0,217.28.143.255,24,255.255.255.0
217.70.64.0/20,217.70.64.0,217.70.79.255,20,255.255.240.0
217.129.0.0/16,217.129.0.0,217.129.255.255,16,255.255.0.0
217.168.112.0/21,217.168.112.0,217.168.119.255,21,255.255.248.0
